t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1519828515,10,15.314925,9.351451,7.491003,2.141162,8.851528,9.630344,15.314925,15.314925,15.314925,15.314925,4.097041,0,0,0,calls/second,milliseconds
